,Nº,NJ,Denominación,"%
Producción
Total","Cantidad
de
Juicios ","%
(Créditos/
Activos)","%
[(Dispon.+ Invers.) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers. + Inmuebles) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers.+ Inmueb.) /
(Deudas c/Aseg.+ Comp.Técn.)]","% 
(Inversiones + Inmuebles) /
Activos","%
Superávit /
Capital Requerido","[(Dispon.+ Invers.) /
Compromisos Exigibles]",Fecha,Categoría
107,108.0,A,TRAYECTORIA SEGUROS,0.00843337338812693,2,12.3271811465186,762.393239414727,762.393239414727,416.612187334214,80.0323301467273,47.9407,42.7764110815175,03/2017,Patrimoñales y Mixta
108,109.0,C,TRIUNFO,0.322979498166488,1755,32.933732414073,205.670483271077,216.920867706544,183.413681412269,59.2838568910744,394.833664371543,69.6805624583035,03/2017,Patrimoñales y Mixta
109,110.0,A,TUTELAR,0.00493396740919947,0,9.88600358930569,981.993935222368,0.0,702.49591630154,87.3635379767433,188.893140740741,8.22662760421069,03/2017,Patrimoñales y Mixta
110,111.0,A,VICTORIA,0.222694467539317,1385,34.5530205740144,116.99028393213,170.760519878764,126.85639227491,61.8261630965138,202.939650588902,8.6910559646794,03/2017,Patrimoñales y Mixta
111,112.0,A,VIRGINIA,0.117977971342354,14,25.2869474033034,945.89030307908,945.89030307908,120.702690885968,61.3691152004453,391.838739273048,28.4296382372158,03/2017,Patrimoñales y Mixta
112,113.0,A,WARRANTY,0.0,0,25.0802939149927,0.0,0.0,0.0,72.9138044484072,4.13421666666667,69.5336380684482,03/2017,Patrimoñales y Mixta
113,114.0,A,XL INSURANCE,0.0,26,5.61355045922595,0.0,0.0,0.0,46.989806486841,-3.88953333333333,0.0,03/2017,Patrimoñales y Mixta
114,115.0,A,ZURICH,2.0420289676937,3216,39.2558022380976,119.488062588078,126.09712894321,98.1233016879676,58.4675990694004,102.829794429945,24.5999438634577,03/2017,Patrimoñales y Mixta
115,116.0,A,ZURICH SANTANDER,0.836643817439228,54,33.6070467783812,520.399929478092,520.399929478092,341.602075686108,63.4956216379957,82.642983667235,32.3504293453022,03/2017,Patrimoñales y Mixta
116,1.0,A,ASOCIART ART,2.53640092903687,32723,6.50096898849588,124.342023438534,124.342023438534,115.420966219113,92.0115944926705,0.050074275494801,58.7375694631583,03/2017,Riesgos del Trabajo
117,2.0,A,BERKLEY ART,0.435397101182247,2562,6.78662506774444,273.270811709054,273.270811709054,266.392439130646,92.4248313455938,731.306108807882,17.3491674177232,03/2017,Riesgos del Trabajo
118,3.0,A,CAMINOS PROTEGIDOS ART,0.114339095235733,1903,12.3601028049652,105.706305556996,105.706305556996,101.470402816243,86.7772356740679,-91.1359888019938,49.6845809541573,03/2017,Riesgos del Trabajo
119,4.0,A,EXPERTA ART,3.43833065076251,46617,6.6305982984211,124.794032438168,124.794032438168,119.787941859018,92.4764992329854,4.24329331732786,39.9664110492324,03/2017,Riesgos del Trabajo
120,5.0,A,GALENO ART,4.21996288707767,71701,4.61655340296004,126.003385009999,126.003385009999,121.767120571932,93.9166222779218,0.000106236876791327,25.0325124323941,03/2017,Riesgos del Trabajo
121,6.0,A,LIDERAR ART,0.211880283332781,4459,17.2797356049426,155.88744363831,155.88744363831,148.073549263036,59.9668581344942,0.0495845382451332,0.0,03/2017,Riesgos del Trabajo
122,7.0,C,MUTUAL PETROLEROS ART,0.0,0,0.0,0.0,0.0,0.0,0.0,8.11671333333333,0.0,03/2017,Riesgos del Trabajo
123,8.0,A,OMINT ART,0.635072065307785,2673,4.79922010729005,153.608717768437,153.608717768437,147.263724902797,94.0159826395312,0.469692332196843,23.4690733578337,03/2017,Riesgos del Trabajo
124,9.0,A,PREVENCIÓN ART,5.42129830511772,36800,8.06137134174048,127.956104576874,127.956104576874,123.693246852444,88.6947220860778,1.62130161116602e-08,26.5944163506329,03/2017,Riesgos del Trabajo
125,10.0,A,PROVINCIA ART,4.95371551247151,61791,8.63020922934259,106.240277527865,106.240277527865,101.414802522345,90.5820180384005,-66.268613050063,14.8090869236962,03/2017,Riesgos del Trabajo
126,11.0,A,RECONQUISTA ART,0.0751479651084302,955,2.29431703469633,127.621782293631,127.621782293631,122.859268700112,94.0318883174726,51.1614649427238,446.235871431397,03/2017,Riesgos del Trabajo
127,12.0,A,SEGUNDA ART,2.11251519592074,28527,5.2668723459667,124.978389378351,124.978389378351,121.092018245179,92.2622522731766,19.7734803740331,78.7111585479373,03/2017,Riesgos del Trabajo
128,13.0,A,SWISS MEDICAL ART,1.95731620308317,36207,8.11417364238364,123.580580618137,123.580580618137,119.667469199767,91.279744739208,4.70525003480397e-08,31.5195416662164,03/2017,Riesgos del Trabajo
129,1.0,C,ARGOS MUTUAL,0.0196070281731086,3877,24.4078398991578,213.804079831211,215.012418389705,214.694972952295,75.1653508620596,144.842542156751,27.0006829158179,03/2017,Transporte Público Pasajeros
130,2.0,C,GARANTÍA MUTUAL,0.00800029785121756,1150,6.14187218551123,515.270583934184,517.501843296032,526.951301955105,91.2885868292069,450.40401169122,74.0877754102058,03/2017,Transporte Público Pasajeros
131,3.0,C,METROPOL MUTUOS,0.0259291866050889,3639,24.024184621673,105.69420244478,105.69420244478,102.396712775778,74.7867093701203,1.80433545728961,192.807192717982,03/2017,Transporte Público Pasajeros
