,Nº,NJ,Denominación,"%
Producción
Total","Cantidad
de
Juicios ","%
(Créditos/
Activos)","%
[(Dispon.+ Invers.) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers. + Inmuebles) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers.+ Inmueb.) /
(Deudas c/Aseg.+ Comp.Técn.)]","% 
(Inversiones + Inmuebles) /
Activos","%
Superávit /
Capital Requerido","[(Dispon.+ Invers.) /
Compromisos Exigibles]",Fecha,Categoría
120,3.0,A,CAMINOS PROTEGIDOS ART,0.055564680912384964,2204,20.53078332775445,74.68825325937642,74.68825325937642,69.62247984898256,79.03694690446889,-278.6869391369445,47.57625118866696,03-2018,Riesgos del Trabajo
121,4.0,A,EXPERTA ART,3.2775002620862885,42793,4.483635568336693,121.99362833999355,123.0746493603194,120.57864730847965,94.70485863397293,44.609025935895204,45.54624143395061,03-2018,Riesgos del Trabajo
122,5.0,A,GALENO ART,3.548586127353616,71330,4.757651163979583,122.05946158901043,122.05946158901043,119.58210042697517,94.06607472068274,0.00011592173419992235,52.27938011766158,03-2018,Riesgos del Trabajo
123,6.0,A,LIDERAR ART,0.16613137042804368,4940,18.06251444528111,128.34242384146154,128.34242384146154,122.81441012185199,78.81898538404137,-100.49918635787219,0.0,03-2018,Riesgos del Trabajo
124,7.0,C,MUTUAL PETROLEROS ART,0.0018920463159676215,0,0.5591211335372743,0.0,0.0,0.0,97.60969674484807,22.418047619047616,0.0,03-2018,Riesgos del Trabajo
125,8.0,A,OMINT ART,0.5804144895721591,4441,6.553617323264323,124.17716621366517,124.17716621366517,120.73037211829207,90.97083505328004,2.428561268991122,19.986620763113656,03-2018,Riesgos del Trabajo
126,9.0,A,PREVENCIÓN ART,5.741052246620147,38908,6.118384952089205,132.54739156729823,132.56863304028707,133.54199085600698,91.81518779989905,79.67520779922211,22.20415981854232,03-2018,Riesgos del Trabajo
127,10.0,A,PROVINCIA ART,5.489290867147271,68023,7.794462675325514,106.9791763999253,106.9791763999253,104.98312801132886,91.08511281612252,-44.432395542707766,13.188507269157254,03-2018,Riesgos del Trabajo
128,11.0,A,RECONQUISTA ART,0.07534791178366294,1012,2.337783438633457,130.2882787876567,130.2882787876567,123.65754007433758,95.50448404047528,60.29002316614059,272.4139916513705,03-2018,Riesgos del Trabajo
129,12.0,A,SEGUNDA ART,2.168195923908297,29729,4.527811526588342,130.1256393069316,130.1256393069316,127.1459250307787,93.53860006861555,29.18155457045409,77.24306874716613,03-2018,Riesgos del Trabajo
130,13.0,A,SWISS MEDICAL ART,2.0776730103516603,37173,10.685924381722172,117.7939912772811,117.7939912772811,117.907557366666,88.76823810845269,4.437787266763621,37.12288274470525,03-2018,Riesgos del Trabajo
131,1.0,C,ARGOS MUTUAL,0.02141174198993087,4162,24.93405475585399,195.98418040415348,196.96053279867274,196.4841267074626,74.68607500851896,255.42256872637944,35.38498472596517,03-2018,Transporte Público Pasajeros
