,Nº,NJ,Denominación,"%
Producción
Total","Cantidad
de
Juicios ","%
(Créditos/
Activos)","%
[(Dispon.+ Invers.) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers. + Inmuebles) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers.+ Inmueb.) /
(Deudas c/Aseg.+ Comp.Técn.)]","% 
(Inversiones + Inmuebles) /
Activos","%
Superávit /
Capital Requerido","[(Dispon.+ Invers.) /
Compromisos Exigibles]",Fecha,Categoría
132,2.0,C,GARANTÍA MUTUAL,0.011605077406952484,1089,6.455395393443776,455.156085062083,455.156085062083,471.6828881858992,87.624972192522,513.288570184256,87.46124809266281,03-2018,Transporte Público Pasajeros
133,3.0,C,METROPOL MUTUOS,0.021383549239448303,3377,19.808525136925155,143.1567712569115,143.1567712569115,142.72702257307134,73.05784668067885,24.488678022604326,27.225448325418647,03-2018,Transporte Público Pasajeros
134,4.0,C,MUTUAL RIVADAVIA,0.0622354038937658,7353,15.595561247207796,441.80825853002716,467.74012026047734,428.5781743085397,82.49413795971174,627.6432742160833,98.54332041394167,03-2018,Transporte Público Pasajeros
135,5.0,C,PROTECCIÓN MUTUAL,0.0986292198837733,12955,17.06847504452053,138.36661887711244,142.94657820403796,153.3644422703135,71.35108448831873,45.79262974905534,7.2507123044181485,03-2018,Transporte Público Pasajeros
136,1.0,A,ANTICIPAR,0.009310132931492642,0,18.798231717937448,337.9715723496805,737.8931870624419,737.8931870624419,78.32409325780259,16.169044444444445,0.0,03-2018,Seguros de Vida
137,2.0,A,ASV,0.07089952597747083,31,51.32260855630724,249.0475098898131,249.0475098898131,232.33982068443262,31.329347134298608,11.481973080327755,2.5141974489475363,03-2018,Seguros de Vida
138,3.0,A,BHN VIDA,0.4619073192623277,22,13.269925026874887,932.1189707307345,932.1189707307345,574.6315657098124,86.0553320339765,238.15792021051146,5.98929925444789,03-2018,Seguros de Vida
139,4.0,A,BINARIA VIDA,0.22655582244605746,21,7.498181390848717,0.0,0.0,187.40011622769757,89.440736945591,294.2816509725689,48.77529176288804,03-2018,Seguros de Vida
140,5.0,A,BONACORSI,0.015866910701586433,0,13.691689439525309,0.0,0.0,673.9775234808027,57.08863847320441,204.9744400812282,17.27660485804763,03-2018,Seguros de Vida
141,6.0,O,CAJA DE PREVISIÓN,0.009807034151625803,0,1.6155663463103143,0.0,0.0,0.0,96.55308124418906,0.0,0.0,03-2018,Seguros de Vida
142,7.0,A,CERTEZA,0.025766674236348402,0,17.57720415554677,0.0,0.0,0.0,70.73369609067225,196.67674310327433,111.98380154786312,03-2018,Seguros de Vida
143,8.0,A,CRUZ SUIZA,0.012485699246776678,0,44.31997529852947,0.0,0.0,341.3150326236264,45.382697414554194,35.61392222222222,0.0,03-2018,Seguros de Vida
144,9.0,A,DIGNA,0.0001542945059540366,0,5.469436823863662,0.0,0.0,0.0,93.60308955535453,25.175056410256406,0.0,03-2018,Seguros de Vida
145,10.0,A,FEDERADA,0.0015627594380939378,0,14.64075057316618,0.0,0.0,540.601072884241,84.75858869232181,38.826123076923075,0.0,03-2018,Seguros de Vida
146,11.0,A,FOMS,1.1924047497037529e-06,0,1.9003411804737171,0.0,0.0,0.0,96.88404767633676,174.21196666666668,0.0,03-2018,Seguros de Vida
147,12.0,A,GALENO LIFE,0.03597717707412015,0,32.373116377517,614.8139183885695,614.8139183885695,335.6619106445171,65.21379103650173,28.637787654320988,41.19860136989381,03-2018,Seguros de Vida
148,13.0,A,HSBC VIDA,0.359413549549498,135,6.562593679358788,0.0,0.0,126.27104628935342,92.64791172937466,141.00395055452793,117.59478546424197,03-2018,Seguros de Vida
149,14.0,A,INSTITUTO SALTA,0.16206025113350095,13,18.19351908936507,970.2626083347848,0.0,760.9875111696809,72.67284232080705,167.4849000255323,23.082455705854304,03-2018,Seguros de Vida
150,15.0,A,INTERNACIONAL,0.0,135,4.35293607104976,328.3675286348052,328.3675286348052,328.3675286348052,95.28250527345716,619.1004583333333,0.0,03-2018,Seguros de Vida
151,16.0,A,MAÑANA,0.1341387151127459,0,47.45455527141591,144.42986757986617,155.2865194504673,166.5445985956373,12.336834522397812,-11.148337878566643,5.408640126915693,03-2018,Seguros de Vida
152,17.0,A,MAPFRE VIDA,0.15725584779985963,223,38.63074334843404,167.46252299720263,167.46252299720263,110.86922757052982,60.38031625338388,31.06455421143649,5.27450687919879,03-2018,Seguros de Vida
153,18.0,A,NSA,-1.2547138619212331e-05,0,4.447622778107005,0.0,0.0,0.0,94.56579935479168,12.811066666666667,0.0,03-2018,Seguros de Vida
154,19.0,A,OMINT,5.276663948332986e-07,0,2.2236746657604742,0.0,0.0,0.0,85.22025483791312,19.583258333333333,0.0,03-2018,Seguros de Vida
155,20.0,A,PEUGEOT CITROËN,0.09061789593375909,0,29.08376898125045,390.2931216565686,390.2931216565686,390.2931216565686,70.40577551127721,75.4573853353523,18.928076490523885,03-2018,Seguros de Vida
156,21.0,A,PIEVE,0.048508786531983844,0,8.358709295839367,418.1320799550685,418.1320799550685,278.80434595020347,73.90777610271898,33.83620832381311,0.0,03-2018,Seguros de Vida
157,22.0,A,PLENARIA,0.10231502989865157,0,4.216485250111256,279.2163132050927,283.8273889239163,274.9696146665652,93.75954500831243,131.67400156177433,557.3665493278305,03-2018,Seguros de Vida
158,23.0,A,POR VIDA,0.0,0,0.522333447874534,0.0,0.0,0.0,24.917401796399044,1.670588888888889,16.732132947685272,03-2018,Seguros de Vida
159,24.0,A,PREVISORA,0.0010038179932165272,0,0.36510991883541777,0.0,0.0,0.0,14.364897300530064,31.699666666666666,45.03198133701985,03-2018,Seguros de Vida
160,25.0,A,PROVINCIA VIDA,0.16078971940999667,7,2.53516634991196,0.0,0.0,141.66628954631838,96.96359710444587,69.2237845774786,774.2036800775504,03-2018,Seguros de Vida
161,26.0,A,PRUDENTIAL,0.5088383028096891,10,1.9309872261175753,0.0,0.0,122.53552855489787,95.41128065008826,124.47440621360786,72.99050502175791,03-2018,Seguros de Vida
162,27.0,A,SAN GERMAN,0.002320461290156199,0,55.64325046852873,0.0,0.0,0.0,2.452092997525731,3.7739777777777777,0.0,03-2018,Seguros de Vida
163,28.0,A,SAN PATRICIO,0.0,2,2.495257766304012,0.0,0.0,0.0,79.30671281259745,104.25352222222222,0.0,03-2018,Seguros de Vida
164,29.0,A,SANTA LUCIA,0.007705930049103813,0,37.573745581547385,764.8546040994081,0.0,257.95976813728413,60.014857583738326,77.53943333333333,34.71327176244176,03-2018,Seguros de Vida
165,30.0,A,SANTÍSIMA TRINIDAD,0.005699517197417402,0,2.9557979729354162,0.0,0.0,0.0,86.65173268271941,14.819611111111112,62.44922208363422,03-2018,Seguros de Vida
166,31.0,A,SEGUNDA PERSONAS,0.2044434547212765,177,39.07076506541101,201.77437586407572,201.77437586407572,110.55186368557406,56.35246842024756,200.17274466127492,176.09890438638374,03-2018,Seguros de Vida
167,32.0,A,SENTIR,0.028306150640751815,0,20.615220798559292,0.0,0.0,0.0,1.1899470787771684,206.3234611111111,0.0,03-2018,Seguros de Vida
168,33.0,A,SMG VIDA,0.2863696835768361,182,10.087960352542256,990.1990666378831,0.0,207.9430666303287,83.80190518026622,63.91946420679056,20.842986833886886,03-2018,Seguros de Vida
169,34.0,A,TERRITORIAL VIDA,0.0009355699047482338,0,21.179277117959984,0.0,0.0,0.0,67.67917915717146,41.795544444444445,230.69838270438504,03-2018,Seguros de Vida
170,35.0,A,TRES PROVINCIAS,0.06799597027352614,7,58.59102505043927,52.29915035713309,52.29915035713309,95.70599238002949,1.2058107752900202,1.2226583787502343,1.5240725651298068,03-2018,Seguros de Vida
171,36.0,E,ZURICH INTERNATIONAL LIFE,0.2775822351415938,38,3.8102291514120985,0.0,0.0,106.07014049772646,95.98192196963811,48.18495123272134,527.3199274487602,03-2018,Seguros de Vida
172,1.0,A,BINARIA RETIRO,0.02029863963641062,53,0.9966572647955909,0.0,0.0,114.08854165973432,98.74549986157685,137.25247690397703,408.88744744557437,03-2018,Seguros de Retiro
173,2.0,A,CREDICOOP RETIRO,0.011297638748219355,33,3.3462019952363984,0.0,0.0,122.41225059173375,95.85081036441788,327.36321868223007,77.78268385744181,03-2018,Seguros de Retiro
174,3.0,A,ESTRELLA RETIRO,1.219127982028418,59,0.7928771059349105,0.0,0.0,105.70379137829016,98.51199529320186,22.80024857457235,0.0,03-2018,Seguros de Retiro
175,4.0,A,EXPERTA RETIRO,0.0,6,2.0943720137900246,0.0,0.0,152.50798220617574,97.24720520093085,0.34345000000000003,502.68335138061724,03-2018,Seguros de Retiro
176,5.0,A,FED. PATRONAL RETIRO,0.00031102072508702147,1,4.095099695384208,0.0,0.0,989.9512957057151,74.61727518497013,3.36529,0.0,03-2018,Seguros de Retiro
177,6.0,A,GALICIA RETIRO,2.6626329322733758e-05,11,3.401680726434116,0.0,0.0,134.62658327583497,96.01475405231285,35.98310333333333,450.39547410537403,03-2018,Seguros de Retiro
178,7.0,A,HSBC RETIRO,0.11262588194577453,0,2.346606406171349,0.0,0.0,119.44552988592156,97.57084591474072,219.9117059717648,39.58539704421791,03-2018,Seguros de Retiro
179,8.0,A,INST. ENTRE RÍOS RETIRO,0.019551840059447125,4,0.9688918303781234,0.0,0.0,132.56577550008012,87.58030013467243,173.37609666666665,54.91847668711226,03-2018,Seguros de Retiro
180,9.0,A,METLIFE  RETIRO,0.0030967915854953685,567,4.357933897009329,0.0,0.0,125.18941323660985,95.22082046880294,311.8983813332607,135.10186579701664,03-2018,Seguros de Retiro
181,10.0,A,NACIÓN RETIRO,0.165343374459787,983,1.2344279884062397,0.0,0.0,120.47895454380775,98.54745094816589,364.96194112788817,79.31928924050506,03-2018,Seguros de Retiro
182,11.0,A,ORÍGENES RETIRO,0.15858729931624602,2824,3.3452939391451735,0.0,0.0,105.56370493591977,96.02427889549257,19.701234223623683,114.643254449256,03-2018,Seguros de Retiro
183,12.0,A,PROYECCIÓN RETIRO,0.0,6,2.635733967225131,0.0,0.0,126.48849547358026,96.50753388728914,247.49329333333333,0.0,03-2018,Seguros de Retiro
184,13.0,A,SAN CRISTÓBAL RETIRO,0.05171666018260396,57,1.900788610750407,0.0,0.0,125.45139576438883,97.7211277593809,267.316434636058,153.87514432157602,03-2018,Seguros de Retiro
185,14.0,A,SEGUNDA RETIRO,0.0672534623832406,2,1.6705805344743794,0.0,0.0,111.60156199146553,97.60816805756234,182.7512944874224,493.6182394637813,03-2018,Seguros de Retiro
186,15.0,A,SMG RETIRO,0.0037682205885154834,99,0.7456979866853453,0.0,0.0,134.9367103052118,99.13000809599332,491.1909553032896,148.77229646420741,03-2018,Seguros de Retiro
187,16.0,A,ZURICH RETIRO,0.0,1,0.9733635341070049,0.0,0.0,348.9144874176713,98.10560285124097,21.744703333333334,200.4439102202782,03-2018,Seguros de Retiro
