,Nº,NJ,Denominación,"%
Producción
Total","Cantidad
de
Juicios ","%
(Créditos/
Activos)","%
[(Dispon.+ Invers.) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers. + Inmuebles) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers.+ Inmueb.) /
(Deudas c/Aseg.+ Comp.Técn.)]","% 
(Inversiones + Inmuebles) /
Activos","%
Superávit /
Capital Requerido","[(Dispon.+ Invers.) /
Compromisos Exigibles]",Fecha,Categoría,% Mercado
84,5.0,A,FED. PATRONAL RETIRO,0.000266882895495299,1.0,3.33315894547122,0.0,0.0,0.0,94.5382297757518,37.463495,0.0,2017-03,Seguros de Retiro,0.02
85,6.0,A,GALICIA RETIRO,3.60529305563148e-05,11.0,3.70105782035308,0.0,0.0,142.130568175584,91.0962640176879,19.3864866666667,8.54269458639753,2017-03,Seguros de Retiro,0.0
86,7.0,A,HSBC RETIRO,0.0840341949535902,0.0,3.57841105671015,0.0,0.0,117.680202990469,96.1902694822439,240.496787877014,63.5011168165938,2017-03,Seguros de Retiro,5.08
87,8.0,A,INST. ENTRE RÍOS RETIRO,0.0197695299224385,5.0,1.24926575570806,0.0,0.0,134.952367007692,85.3064096452201,115.516943333333,41.5113798128397,2017-03,Seguros de Retiro,1.2
88,9.0,A,METLIFE  RETIRO,0.00314558195954725,645.0,8.94775488178137,0.0,0.0,123.512524796038,90.9428634752314,277.950074196176,134.131945365997,2017-03,Seguros de Retiro,0.19
89,10.0,A,NACIÓN RETIRO,0.137031463726999,1497.0,4.9444293102872,0.0,0.0,116.397428287411,94.5441017572357,251.761357238847,78.4462765500983,2017-03,Seguros de Retiro,8.29
90,11.0,A,ORÍGENES RETIRO,0.0864303034149683,2752.0,3.3906128999032,0.0,0.0,106.922044517545,95.8676197341219,59.3101117933631,150.393551965024,2017-03,Seguros de Retiro,5.23
91,12.0,A,PROYECCIÓN RETIRO,0.0,7.0,1.63542363120111,0.0,0.0,135.541359234065,96.9230484838654,258.961363333333,0.0,2017-03,Seguros de Retiro,0.0
92,13.0,A,SAN CRISTÓBAL RETIRO,0.0400640098834043,65.0,2.32424864245836,0.0,0.0,123.048427088111,96.0817399089153,73.8461580142905,152.741284434213,2017-03,Seguros de Retiro,2.42
93,14.0,A,SEGUNDA RETIRO,0.0748574497183102,2.0,1.96873612406381,0.0,0.0,110.181543582082,97.3105094175141,178.254611956788,517.056059255847,2017-03,Seguros de Retiro,4.53
94,15.0,A,SMG RETIRO,0.00805748398714378,77.0,1.83657759985753,0.0,0.0,127.461610304951,98.1180704760927,486.603194329688,216.007760215914,2017-03,Seguros de Retiro,0.49
95,16.0,A,ZURICH RETIRO,0.0,0.0,2.10586224844897,0.0,0.0,254.71174872964,96.7929955681432,1.98662,143.08755119704,2017-03,Seguros de Retiro,0.0
96,1.0,A,BINARIA RETIRO,0.0187096109502259,47.0,1.01428065797254,0.0,0.0,117.637293706232,98.5282091879581,295.852773073841,687.361603719112,2016-12,Seguros de Retiro,1.24
97,2.0,A,CREDICOOP RETIRO,0.0125441347830731,35.0,2.35325835091741,0.0,0.0,118.952794174282,97.3276203603364,318.861978487274,138.416540962929,2016-12,Seguros de Retiro,0.83
98,3.0,A,ESTRELLA RETIRO,1.13667182612094,59.0,1.0184574764078,0.0,0.0,104.628344845277,98.3323925310914,9.36026972632846,0.0,2016-12,Seguros de Retiro,75.34
99,4.0,A,EXPERTA RETIRO,0.0,8.0,1.28479129557542,0.0,0.0,144.570515490075,96.4735627868838,-17.93062,117.746667205757,2016-12,Seguros de Retiro,0.0
100,5.0,A,FED. PATRONAL RETIRO,0.00026895533322283,1.0,2.52234705602224,0.0,0.0,0.0,83.5737517062568,77.506165,0.0,2016-12,Seguros de Retiro,0.02
101,6.0,A,GALICIA RETIRO,3.70555470649337e-05,11.0,3.96089562815243,0.0,0.0,137.501755360606,94.1544327717174,15.7169766666667,19.9725348687706,2016-12,Seguros de Retiro,0.0
102,7.0,A,HSBC RETIRO,0.0227350702735797,0.0,3.13357681822447,0.0,0.0,118.787542494819,96.7484936050328,274.783569052124,65.4845297782942,2016-12,Seguros de Retiro,1.51
103,8.0,A,INST. ENTRE RÍOS RETIRO,0.0183531227926938,5.0,1.21299840173184,0.0,0.0,136.929198577043,84.7922950899033,104.366986666667,38.2801922896838,2016-12,Seguros de Retiro,1.22
104,9.0,A,METLIFE  RETIRO,0.0027987405917744,646.0,9.53407516496646,0.0,0.0,122.831214189451,89.1382840253302,259.088718411029,260.542063009852,2016-12,Seguros de Retiro,0.19
105,10.0,A,NACIÓN RETIRO,0.11873522031485,1513.0,1.96437158680567,0.0,0.0,118.406803275427,97.8698663696057,233.011766657518,132.610000801918,2016-12,Seguros de Retiro,7.87
106,11.0,A,ORÍGENES RETIRO,0.0483734983107733,2734.0,4.28607140874201,0.0,0.0,105.044355011794,94.9341346706804,26.208648261692,203.533213587459,2016-12,Seguros de Retiro,3.21
107,12.0,A,PROYECCIÓN RETIRO,0.0,7.0,0.908053239052959,0.0,0.0,136.350974425253,98.1553663999284,272.481986666667,0.0,2016-12,Seguros de Retiro,0.0
108,13.0,A,SAN CRISTÓBAL RETIRO,0.0412940860614694,65.0,1.88017704749554,0.0,0.0,126.529481561765,97.1172062751835,92.5116444121987,12.5448353082646,2016-12,Seguros de Retiro,2.74
109,14.0,A,SEGUNDA RETIRO,0.0761243825862097,2.0,2.26650806667561,0.0,0.0,109.802528344218,97.207665204168,131.056265617765,502.520009628572,2016-12,Seguros de Retiro,5.05
110,15.0,A,SMG RETIRO,0.0121041761014153,77.0,2.17536197531906,0.0,0.0,124.780342726151,97.7133965977055,457.52123869826,218.161692418956,2016-12,Seguros de Retiro,0.8
111,16.0,A,ZURICH RETIRO,0.0,0.0,3.49099817399949,0.0,0.0,252.899136411901,96.2078990953427,1.502755,141.36479737179,2016-12,Seguros de Retiro,0.0
112,170.0,A,BINARIA RETIRO,0.0189868010806824,47.0,0.550880652248557,0.0,0.0,118.15300790366,99.1807134009038,311.389840981453,742.643967337222,2016-09,Seguros de Retiro,1.18
113,171.0,A,CREDICOOP RETIRO,0.0146380344110859,34.0,3.2158446302109,0.0,0.0,126.794020568045,95.8782285106008,282.69425763236,50.4997470954364,2016-09,Seguros de Retiro,0.91
114,172.0,A,ESTRELLA RETIRO,1.22287877164599,57.0,0.945462665328053,0.0,0.0,105.419131095683,98.4037001491413,10.8994217508279,160.714476822403,2016-09,Seguros de Retiro,75.73
115,173.0,A,EXPERTA RETIRO,0.0,7.0,2.40022040887829,0.0,0.0,145.285151911682,95.3263527790579,69.8923,0.0,2016-09,Seguros de Retiro,0.0
116,174.0,A,FED. PATRONAL RETIRO ,0.000275794877760414,1.0,3.44577756900711,0.0,0.0,0.0,93.0523531076418,240.47454,0.0,2016-09,Seguros de Retiro,0.02
117,175.0,A,GALICIA RETIRO,3.74915238412612e-05,16.0,4.2059204878256,0.0,0.0,137.500422724174,93.3839492211299,7.58101,26.1161679683083,2016-09,Seguros de Retiro,0.0
118,176.0,A,HSBC RETIRO,0.0289775304590924,0.0,3.7768666617571,0.0,0.0,121.792193611261,94.6937699071655,212.604179535963,25.6570554574803,2016-09,Seguros de Retiro,1.79
119,177.0,A,INST. ENTRE RÍOS RETIRO,0.0188950905762167,4.0,1.71051053279903,0.0,0.0,138.194691362757,96.4203670926128,518.3862,0.0,2016-09,Seguros de Retiro,1.17
120,178.0,A,METLIFE  RETIRO,0.00340234244505841,646.0,7.8592016211824,0.0,0.0,126.751118722963,92.0991617928391,257.747266360687,146.681055252282,2016-09,Seguros de Retiro,0.21
121,179.0,A,NACIÓN RETIRO,0.13228283423272,1657.0,3.51629120050287,0.0,0.0,117.222393026322,96.2514276336921,257.168231490712,114.851565110695,2016-09,Seguros de Retiro,8.19
122,180.0,A,ORÍGENES RETIRO ,0.0539417614195319,2708.0,5.97953324479744,0.0,0.0,105.401290078154,93.0932937071006,48.45076274597,143.782306850317,2016-09,Seguros de Retiro,3.34
123,181.0,A,PROYECCIÓN RETIRO,0.0,7.0,1.93400147262292,0.0,0.0,141.474734972793,96.6868101942949,269.98172,0.0,2016-09,Seguros de Retiro,0.0
124,182.0,A,SAN CRISTÓBAL RETIRO,0.0346683381347001,66.0,3.28505343589266,0.0,0.0,126.923640411542,96.2435151036623,174.530906643845,182.492268125777,2016-09,Seguros de Retiro,2.15
125,183.0,A,SEGUNDA RETIRO,0.0679667099111587,3.0,2.33093459426878,0.0,0.0,109.251345065453,96.8778636142687,152.453797506881,0.0,2016-09,Seguros de Retiro,4.21
126,184.0,A,SMG RETIRO ,0.0177371674929621,75.0,2.2168236639244,0.0,0.0,127.522325986755,97.7364451114707,480.249341153484,235.281288262721,2016-09,Seguros de Retiro,1.1
127,185.0,A,ZURICH RETIRO,0.0,0.0,3.81242204995831,0.0,0.0,253.093915604428,95.4587533009851,83.53837,106.7472641307,2016-09,Seguros de Retiro,0.0
128,1.0,A,BINARIA RETIRO,0.0248736709082702,48.0,1.22450261621749,0.0,0.0,118.90660242019,98.5936998433373,314.142011893411,778.885154360072,2016-06,Seguros de Retiro,1.47
129,2.0,A,CREDICOOP RETIRO,0.011307421260169,33.0,2.62499248168837,0.0,0.0,128.303930181012,97.048856641205,455.334015446605,27.6650158785919,2016-06,Seguros de Retiro,0.67
