,Nº,NJ,Denominación,ProducciónTotal,CantidaddeJuicios,(Créditos/Activos),(Dispon.+Invers.)/Deudasc/Aseg.,(Dispon.+Invers.+Inmuebles)/Deudasc/Aseg.,(Dispon.+Invers.+Inmueb.)/(Deudasc/Aseg.+Comp.Técn.),(Inversiones+Inmuebles)/Activos,Superávit/CapitalRequerido,(Dispon.+Invers.)/CompromisosExigibles,Fecha,Categoría,% Mercado
1324,47.0,A,FINISTERRE,0.00926034416604004,0.0,6.42660221229848,0.0,0.0,0.0,61.3098650058571,108.454307692308,0.0,2015-09,Patrimoniales y Mixtas,0.01
1325,48.0,A,GALICIA,1.30717440737455,53.0,40.4075861881818,439.102955601811,441.50914451164,247.166078227263,55.0534121801005,11.9976646962483,59.8831036054256,2015-09,Patrimoniales y Mixtas,1.99
1326,49.0,A,GENERALI ,0.432009771822229,2401.0,57.8277742395071,134.699396560384,134.699396560384,75.67621438535,40.4076880357339,153.426586391067,4.58685488802837,2015-09,Patrimoniales y Mixtas,0.66
1327,50.0,A,HAMBURGO,0.121312625911226,256.0,30.5940145397613,195.512112710394,196.120198425156,151.596436631466,35.8528980824298,33.8830214715672,0.0,2015-09,Patrimoniales y Mixtas,0.18
1328,51.0,A,HANSEATICA,0.0354443615618001,2.0,38.780552069651,957.115410886143,957.115410886143,266.561200426477,49.5263885066536,101.686711838341,85.2669148865496,2015-09,Patrimoniales y Mixtas,0.05
1329,52.0,A,HDI,0.483162663605786,3526.0,45.2304868391368,186.270866785372,188.508522805851,109.178181571495,51.8268908815605,38.1342502997581,16.5292426035445,2015-09,Patrimoniales y Mixtas,0.73
1330,53.0,A,HOLANDO SUDAMERICANA,0.662308381807084,3374.0,40.195013641761,113.570255689403,115.339278429166,84.1154555712763,53.7206019660662,8.74436631885944,10.9617348562218,2015-09,Patrimoniales y Mixtas,1.01
1331,54.0,A,HORIZONTE,0.310950446053757,5128.0,72.1798295249442,43.4977403555072,50.1787099898185,47.3690780076321,20.7622948467184,-236.110980950601,1.71875835590582,2015-09,Patrimoniales y Mixtas,0.47
1332,55.0,A,IAM,0.0664028523874064,8.0,32.6808639306321,294.590438957934,308.644151341372,104.356108501816,52.6369823307603,76.0076777777778,10.415973218166,2015-09,Patrimoniales y Mixtas,0.1
1333,56.0,O,INST. ENTRE RÍOS,0.868807803144223,2466.0,36.4153930001631,134.767747674644,142.966679052068,109.162106789311,60.2657096010628,55.356185258436,979.648618444924,2015-09,Patrimoniales y Mixtas,1.32
1334,57.0,O,INSTITUTO DE JUJUY,0.0019407416518843,0.0,1.80496044986987,0.0,0.0,0.0,93.6848727829708,117.855813333333,0.0,2015-09,Patrimoniales y Mixtas,0.0
1335,58.0,A,INSTITUTO DE SEGUROS,0.279418513948529,153.0,39.2575400633847,687.381864982656,687.381864982656,422.736509989165,55.0900031265894,65.9069350073312,63.6871301841175,2015-09,Patrimoniales y Mixtas,0.42
1336,59.0,A,INSUR,0.0515652811308048,0.0,48.5595134564121,0.0,0.0,176.419457538227,44.637588830509,177.972507074432,4.64577368508435,2015-09,Patrimoniales y Mixtas,0.08
1337,60.0,A,INTÉGRITY,0.320181100131141,1572.0,49.2856370077156,101.43425713818,101.43425713818,71.5977368578709,33.3523382568306,143.539710481473,74.4249569317657,2015-09,Patrimoniales y Mixtas,0.49
1338,61.0,A,INTERACCIÓN ,0.098249966729092,13.0,44.6317109854157,148.163291594634,148.163291594634,148.905967023868,50.4485301410996,67.4245463031272,8.16360520193813,2015-09,Patrimoniales y Mixtas,0.15
1339,62.0,A,JUNCAL PATRIMONIALES,0.0,233.0,60.5106425906897,72.6817247032749,77.6758506901059,80.0332453238048,37.3643574295762,360.339033333333,62.9961648144173,2015-09,Patrimoniales y Mixtas,0.0
1340,63.0,A,LATITUD SUR ,0.0392330370428688,136.0,75.0893655617256,52.5903384600805,53.8155760526386,41.3962449425727,18.9842392501003,-116.805568833491,2.5445707563489,2015-09,Patrimoniales y Mixtas,0.06
1341,64.0,A,LIBRA,0.000351203705372588,0.0,8.32446963829423,0.0,0.0,0.0,58.4866728640729,1.78346666666667,0.0,2015-09,Patrimoniales y Mixtas,0.0
1342,65.0,A,LIDER MOTOS,0.0,0.0,7.06312951081933,0.0,0.0,0.0,92.7030312915457,74.8535166666667,0.0,2015-09,Patrimoniales y Mixtas,0.0
1343,66.0,A,LIDERAR ,0.695922533319665,12332.0,23.5116460125523,125.52369661047,131.950843636679,119.007932507237,73.512370335688,36.4232673854297,37.5998723812146,2015-09,Patrimoniales y Mixtas,1.06
1344,67.0,C,LUZ Y FUERZA,0.0264731878712551,245.0,17.3084294939667,173.220365793198,183.951876878298,147.731490119763,77.0865127048196,4.72635555555556,13.8971587685551,2015-09,Patrimoniales y Mixtas,0.04
1345,68.0,A,MAPFRE,1.58787505237657,2424.0,52.6454717477385,119.945869166976,122.089525697128,82.0710144412879,42.80630050912,42.093403623811,2.98973206122066,2015-09,Patrimoniales y Mixtas,2.41
1346,69.0,A,MERCANTIL ANDINA,1.61020516473554,2283.0,44.1556406066737,100.322020917368,103.423459280765,77.279320600716,48.3728362168733,11.9029053768835,24.7628539513373,2015-09,Patrimoniales y Mixtas,2.45
1347,70.0,A,MERCANTIL ASEGURADORA,0.006576945906387,1.0,10.5031436271074,874.582336496331,988.158416440418,775.705059739475,80.690729221739,8.9933,0.0,2015-09,Patrimoniales y Mixtas,0.01
1348,71.0,A,MERIDIONAL,2.01574865601814,4413.0,61.7680316874862,169.463916116919,172.672607901394,75.7221212068674,29.6814972506567,193.853931464487,15.9580638194502,2015-09,Patrimoniales y Mixtas,3.06
1349,72.0,A,METLIFE ,1.01307005471853,630.0,15.8504563549609,633.943091272642,633.943091272642,175.117992317652,78.7094678113009,138.468754965232,40.837413182864,2015-09,Patrimoniales y Mixtas,1.54
1350,73.0,A,METROPOL,0.0336606483522539,443.0,37.3364845134269,136.309407100438,142.021826515846,101.892979992655,61.1533608617761,39.53025,0.0,2015-09,Patrimoniales y Mixtas,0.05
1351,74.0,A,NACIÓN ,2.8985302790154,5601.0,34.6020198507431,190.035310533575,190.035310533575,134.662482228191,63.1353569316139,244.7832690568,15.366353997214,2015-09,Patrimoniales y Mixtas,4.4
1352,75.0,A,NATIVA,0.0778659511442742,395.0,30.2177882652786,133.843839164215,133.996496084159,100.247063634178,65.4538816062366,61.0213076394683,51.4455108294051,2015-09,Patrimoniales y Mixtas,0.12
1353,76.0,A,NIVEL,0.0377144003433593,316.0,26.9146407261701,97.5897918450002,117.068632735746,95.8793365091066,67.2760258915602,124.360777777778,185.228333105141,2015-09,Patrimoniales y Mixtas,0.06
1354,77.0,A,NOBLE ,0.0511321309834483,845.0,35.2977736096729,110.37167417163,110.37167417163,81.1856763148992,58.9617149784662,101.094911111111,61.1483985001792,2015-09,Patrimoniales y Mixtas,0.08
1355,78.0,A,NORTE,0.401168372726188,937.0,39.8012086029886,171.757830351138,172.149731354752,110.791525128652,55.8601141547823,123.792406291519,16.8007739493052,2015-09,Patrimoniales y Mixtas,0.61
1356,79.0,C,NUEVA,0.202786836792505,1858.0,39.7335672025254,141.666832354848,141.666832354848,104.19130475634,54.7577695699825,320.018131231772,24.2117427827992,2015-09,Patrimoniales y Mixtas,0.31
1357,80.0,A,OPCION,0.240369119611276,0.0,36.5027647012936,257.306418455705,257.306418455705,293.2407227259,48.455823513939,22.6073212763833,26.698111135389,2015-09,Patrimoniales y Mixtas,0.37
1358,81.0,A,ORBIS,0.598130296790001,4747.0,50.5576451427156,83.229901332987,126.783756870202,78.8561366758874,41.480509861788,6.27214623760716,96.0189842212982,2015-09,Patrimoniales y Mixtas,0.91
1359,82.0,A,PARANÁ,0.590069385639358,4688.0,38.0556219031133,100.163005533984,103.347448915075,86.8281029062779,43.7389647766731,67.8140090033198,8.82513074952596,2015-09,Patrimoniales y Mixtas,0.9
1360,83.0,A,PERSEVERANCIA,0.319061789711738,1739.0,29.2855282468938,123.65510860636,127.662223068615,99.7518581601352,62.9495871662631,34.6668492501832,54.5209880030023,2015-09,Patrimoniales y Mixtas,0.48
1361,84.0,A,PREVINCA ,0.0429079764259089,1.0,32.8812566694901,450.310506726278,471.784591193335,268.096110811351,59.0094404748259,55.9223659741809,11.4787506085748,2015-09,Patrimoniales y Mixtas,0.07
1362,85.0,C,PRODUCTORES DE FRUTAS,0.157096827372023,810.0,47.6293893213417,88.6629632430133,88.7453694411665,60.1626345411407,42.4703229266621,-75.9322619971176,9.69418028362006,2015-09,Patrimoniales y Mixtas,0.24
1363,86.0,A,PROGRESO ,0.0866344165050995,1203.0,41.5306527883146,82.2132148868562,106.565009366335,76.913038695658,51.6383252064232,20.7559154088639,6.11215803156013,2015-09,Patrimoniales y Mixtas,0.13
1364,87.0,A,PROVINCIA ,2.3514726942263,9482.0,43.0637843278754,90.9727321254918,90.9837483532267,77.9698756789101,54.6535939323139,0.989965118903368,46.9768473628886,2015-09,Patrimoniales y Mixtas,3.57
1365,88.0,A,PRUDENCIA,0.141655740779568,1498.0,43.2013481627322,121.064181854118,121.064181854118,99.0953655528854,46.0158458044377,-18.4021822075701,13.1216766997252,2015-09,Patrimoniales y Mixtas,0.22
1366,89.0,A,QBE BUENOS AIRES,2.20890027987372,6255.0,30.0450341556152,143.418590972489,143.418590972489,106.416234422029,64.662253682933,62.7228640629463,12.8986171690214,2015-09,Patrimoniales y Mixtas,3.35
1367,90.0,C,RÍO URUGUAY,0.496515462877743,973.0,56.0817047075835,141.952293905269,211.795325802676,108.147423264528,30.271550743039,117.980443957497,5.48864286568639,2015-09,Patrimoniales y Mixtas,0.75
1368,91.0,A,ROYAL & SUN ALLIANCE,1.92149966003497,4782.0,49.9285844740856,119.597036370398,119.669943851356,80.6275260534818,42.270230728876,24.8841050109986,29.3809658915529,2015-09,Patrimoniales y Mixtas,2.92
1369,92.0,C,SAN CRISTÓBAL,2.9115950372484,6526.0,31.6658720402808,212.586233885582,212.586233885582,137.584967506853,66.5170686723583,120.233458191136,50.2173016440924,2015-09,Patrimoniales y Mixtas,4.42
1370,93.0,C,SANCOR,4.03233392632709,3493.0,28.0480782563213,185.831063010983,188.603068928108,151.498059658849,60.4654150798759,83.8766590958896,31.2784611546985,2015-09,Patrimoniales y Mixtas,6.12
1371,94.0,C,SEGUNDA ,1.79691981520561,4909.0,30.8311877145755,194.697056377895,195.515048798557,140.302954439761,63.8578473518496,270.585342656029,132.023456305793,2015-09,Patrimoniales y Mixtas,2.73
1372,95.0,C,SEGURCOOP,0.309272074757443,1918.0,43.0739337043623,240.831672629309,241.048899049828,152.595716304989,54.782576678274,85.6072521561873,34.6810185022757,2015-09,Patrimoniales y Mixtas,0.47
1373,96.0,C,SEGUROMETAL,0.202639395285308,1295.0,37.9347207795193,144.201558965859,148.477149437687,104.977907968742,56.0883949001646,285.762865515503,0.0,2015-09,Patrimoniales y Mixtas,0.31
1374,97.0,A,SEGUROS MÉDICOS,0.0425771495530681,3406.0,25.1554105548975,95.8053606982939,95.8053606982939,99.8399787660933,55.734491948429,93.3198741458132,84.5310775452705,2015-09,Patrimoniales y Mixtas,0.06
1375,98.0,A,SMG,0.607502988235174,2626.0,58.1673022937631,53.0601744729506,82.2446203585735,58.2700326569444,36.2870774275697,151.518761521543,6.67725848669581,2015-09,Patrimoniales y Mixtas,0.92
1376,99.0,A,SMSV ,0.0860488373568063,0.0,16.7428130814767,259.915440152668,259.915440152668,126.815419355631,80.3736991111453,17.2396061080256,6.78917870332756,2015-09,Patrimoniales y Mixtas,0.13
1377,100.0,A,SOL NACIENTE,0.150560673935934,18.0,26.0025721961147,302.261507823857,325.707318076585,213.68700767389,71.1367609205442,194.395679475118,21.6675878970347,2015-09,Patrimoniales y Mixtas,0.23
1378,101.0,C,SUMICLI,0.0,0.0,16.5821299899902,0.0,0.0,0.0,73.6563870549647,358.360433333333,0.0,2015-09,Patrimoniales y Mixtas,0.0
1379,102.0,A,SUPERVIELLE,0.122712202026147,0.0,11.4082162692894,593.114390173214,593.114390173214,584.466035147048,86.070912053593,86.9416611717263,19.8957785064916,2015-09,Patrimoniales y Mixtas,0.19
1380,103.0,A,SURCO,0.0798931549419339,452.0,38.3374155333835,105.423608659861,120.015799522001,120.130441783416,42.9387183756289,13.3586969597948,0.0,2015-09,Patrimoniales y Mixtas,0.12
1381,104.0,A,TESTIMONIO ,0.110194777319906,25.0,34.74411199687,246.321174036978,246.321174036978,122.629854960458,54.4921604841894,11.7835230834553,15.4328309532746,2015-09,Patrimoniales y Mixtas,0.17
1382,105.0,A,TPC,0.0438966847672251,1659.0,65.6522847973087,71.9863402130089,72.6034126919886,63.5532734838124,29.8018623982396,33.4532454545455,50.3503243719394,2015-09,Patrimoniales y Mixtas,0.07
1383,106.0,A,TRAYECTORIA SEGUROS,0.000919371557952258,2.0,20.8958683190322,0.0,0.0,961.913567176012,78.4950135233977,89.4292333333333,119.833595762954,2015-09,Patrimoniales y Mixtas,0.0
1384,107.0,C,TRIUNFO,0.244584319756617,1378.0,37.1295941605703,202.591096297438,212.415972278613,182.10103961478,56.1469941647143,278.509875758077,23.6106552737812,2015-09,Patrimoniales y Mixtas,0.37
1385,108.0,A,TUTELAR,0.0041386721394305,0.0,13.0116347133654,728.014155861524,0.0,588.429231112375,84.6761909275163,118.376422222222,11.9811649904534,2015-09,Patrimoniales y Mixtas,0.01
1386,109.0,A,VICTORIA,0.221174476274384,1286.0,40.3469997307987,144.455701046997,146.648785450303,101.89871059703,52.6806466249284,156.422315871348,10.5469620653304,2015-09,Patrimoniales y Mixtas,0.34
1387,110.0,A,VIRGINIA,0.302647055293461,7.0,27.5638415301342,0.0,0.0,133.437602496163,69.6309006907344,195.802361719008,33.6496055413066,2015-09,Patrimoniales y Mixtas,0.46
1388,111.0,A,WARRANTY,0.0,0.0,57.529782464013,0.0,0.0,0.0,41.9080616914095,-19.9030666666667,76.4141765566575,2015-09,Patrimoniales y Mixtas,0.0
1389,112.0,A,XL INSURANCE,0.0,31.0,22.0652698033479,215.994543765197,215.994543765197,215.994543765197,47.4867349976366,49.8236,0.0,2015-09,Patrimoniales y Mixtas,0.0
1390,113.0,A,ZURICH,2.03798916096501,4056.0,38.6597183434245,143.569850161855,144.407017649261,108.756142035664,56.1858512354278,68.992911396938,3.86639068140587,2015-09,Patrimoniales y Mixtas,3.1
1391,114.0,A,ZURICH SANTANDER,0.730861187116335,83.0,31.0928957488017,550.480806687723,550.480806687723,408.657914986106,58.4071678343378,51.3355155884576,13.9222235267237,2015-09,Patrimoniales y Mixtas,1.11
1392,1.0,A,ACE,0.6519010767477,629.0,59.8793574243972,162.076566549966,162.076566549966,91.0571481238424,32.1826532383221,59.1662686991694,336.483986970643,2015-06,Patrimoniales y Mixtas,0.95
1393,2.0,A,AFIANZADORA,0.0934809616911053,17.0,64.9755809484694,447.74599844902,447.74599844902,143.718108951786,31.2987753014345,30.2421225058407,0.0,2015-06,Patrimoniales y Mixtas,0.14
1394,3.0,C,AGROSALTA,0.0797684878630349,2008.0,67.7887007902942,139.422159796399,139.945807703164,129.541733343515,26.7574410637818,0.0,44.5938800797661,2015-06,Patrimoniales y Mixtas,0.12
1395,4.0,A,ALBA,0.0546266465773995,51.0,63.5185649558192,282.810745610256,291.336247384151,175.139872770983,31.1106599208817,391.797160917516,55.7794592451785,2015-06,Patrimoniales y Mixtas,0.08
1396,5.0,A,ALLIANZ,3.15684817827219,2304.0,49.710141355792,157.977371636256,158.153442567574,100.305485310248,42.9770453017076,21.6262258199695,4.30803498694644,2015-06,Patrimoniales y Mixtas,4.62
1397,6.0,A,ANTÁRTIDA,0.0821514267364974,826.0,58.3631361796856,38.1701141644674,79.4522405050489,69.6464125825018,35.5595769260579,-22.8394373167645,2.27463661147683,2015-06,Patrimoniales y Mixtas,0.12
1398,7.0,A,ARGOS,0.0575636560053297,1467.0,13.5903793581629,115.563293933625,116.425262762956,105.332436187342,83.1846246016456,131.065181739476,21.0232884157666,2015-06,Patrimoniales y Mixtas,0.08
1399,8.0,A,ASEGURADORA FEDERAL ,0.763138884049561,6487.0,65.309001445874,104.040276019338,106.053388102035,69.4111800072432,19.6486420153777,-56.2450280196976,13.3951751682447,2015-06,Patrimoniales y Mixtas,1.12
1400,9.0,A,ASEGURADORA TOTAL,0.175640640352128,400.0,14.4751824484465,115.427709933175,118.531686973754,109.434795302773,78.1571526703308,7.37709088600575,38.8246271474451,2015-06,Patrimoniales y Mixtas,0.26
1401,10.0,A,ASEGURADORES DE CAUCIONES,0.0996652808242457,85.0,65.0510013281219,298.791317307408,320.896550808017,121.73844493335,26.0019236444386,63.7496047296482,1.50247195851046,2015-06,Patrimoniales y Mixtas,0.15
1402,11.0,C,ASOCIACIÓN MUTUAL DAN,0.0118019458936493,0.0,14.1112180910894,0.0,0.0,0.0,71.8928575781283,434.194146302378,0.0,2015-06,Patrimoniales y Mixtas,0.02
1403,12.0,A,ASOCIART RC,0.01076525319793,11.0,11.7888398052227,385.466495396975,385.466495396975,283.404523070402,87.7887665796715,372.361255172414,20.6458813036225,2015-06,Patrimoniales y Mixtas,0.02
1404,13.0,A,ASSEKURANSA,0.0200007762109017,2.0,37.4774217245385,0.0,0.0,446.689255010234,42.6786602802088,3.74435555555556,0.0,2015-06,Patrimoniales y Mixtas,0.03
1405,14.0,A,ASSURANT,1.18398858319991,43.0,50.3946161431972,430.874103274857,430.874103274857,147.976676513223,46.4447242399974,5.71725078122561,37.2010266495451,2015-06,Patrimoniales y Mixtas,1.73
1406,15.0,A,BBVA CONSOLIDAR ,0.805653264237121,231.0,43.679430334414,360.834534775473,361.71816237433,159.742429155512,55.6300933257532,131.690008653755,323.678675232446,2015-06,Patrimoniales y Mixtas,1.18
1407,16.0,A,BENEFICIO ,0.0242256630820202,2.0,57.5658988546457,292.162619183881,292.162619183881,160.918514582769,26.6975387337255,66.9356333649466,7.26276544344032,2015-06,Patrimoniales y Mixtas,0.04
1408,17.0,A,BERKLEY,0.635570004161128,597.0,26.5985840548631,304.613323632673,307.608877923335,219.529734594513,70.1088435722075,279.413129241217,12.2783975574397,2015-06,Patrimoniales y Mixtas,0.93
1409,18.0,C,BERNARDINO RIVADAVIA,2.43185842329428,7914.0,40.7249051526648,133.043930200775,133.509019657703,93.9413516371883,56.3556116134624,107.650748889464,136.064187542088,2015-06,Patrimoniales y Mixtas,3.56
1410,19.0,A,BHN,0.156548709402426,7.0,39.8872846111453,917.113537961044,917.113537961044,224.449826930499,56.0966283992959,117.62962641775,3.12336551463808,2015-06,Patrimoniales y Mixtas,0.23
1411,20.0,A,BOSTON,0.523131307040629,2282.0,53.9908918713194,91.1832876527763,131.200764020698,94.5700876615945,38.7035986797585,158.591508504394,4.21448449790459,2015-06,Patrimoniales y Mixtas,0.77
1412,21.0,A,BRADESCO,0.0,35.0,13.6111253611591,264.664774768349,264.664774768349,264.664774768349,70.2020876302539,80.0878666666667,14.651391218353,2015-06,Patrimoniales y Mixtas,0.0
1413,22.0,O,CAJA DE TUCUMÁN,0.215191607170835,760.0,6.62742678667524,155.033025546543,155.033025546543,128.401492743713,85.0942479344189,80.7099012164099,53.6859656283611,2015-06,Patrimoniales y Mixtas,0.31
1414,23.0,A,CAJA GENERALES,5.3590376248206,14688.0,23.9461336197624,123.312621421755,126.080476329623,113.847534138027,71.0352758971291,27.2085571377123,16.9762989052747,2015-06,Patrimoniales y Mixtas,7.84
1415,24.0,A,CALEDONIA,0.0668833823031592,10.0,74.450237668733,77.33446082207,77.33446082207,35.6993954444934,6.23355896120339,-37.7775634799841,2.00500753928202,2015-06,Patrimoniales y Mixtas,0.1
1416,25.0,A,CAMINOS PROTEGIDOS,0.0182180630998531,26.0,12.1204437693593,521.818101580689,521.818101580689,394.676047099658,66.3075211823483,93.0526555555555,0.0,2015-06,Patrimoniales y Mixtas,0.03
1417,26.0,A,CARDIF ,1.3503629521412,67.0,25.6903178771773,594.980236615499,594.980236615499,245.453879650088,66.2759306566887,29.0031431663476,6.40785764401637,2015-06,Patrimoniales y Mixtas,1.98
1418,27.0,A,CARUSO,0.334893151655666,253.0,6.07772888758846,664.732093475835,664.732093475835,547.120876212522,90.4792807921256,358.804278095365,48.0295099299367,2015-06,Patrimoniales y Mixtas,0.49
1419,28.0,A,CESCE,0.00381175712651262,4.0,58.6188971995438,264.183888759023,264.183888759023,235.23988223392,31.801564542312,172.1802,2.24092890106776,2015-06,Patrimoniales y Mixtas,0.01
1420,29.0,A,CHUBB,0.40192624912378,204.0,42.6662398292866,469.469944521566,469.469944521566,165.05737408408,52.6555950833943,365.970669624824,84.6439798189028,2015-06,Patrimoniales y Mixtas,0.59
1421,30.0,A,CNP ,0.380259948609208,28.0,10.1680306429855,0.0,0.0,206.480371037299,84.2067289329415,28.5793189445067,18.2935717727406,2015-06,Patrimoniales y Mixtas,0.56
1422,31.0,E,COFACE,0.0569496866013106,3.0,40.6516878312697,297.167232485226,297.167232485226,123.757937447256,54.4163771959092,297.03871312688,18.6235909120392,2015-06,Patrimoniales y Mixtas,0.08
1423,32.0,A,COLON,0.0958228307388159,0.0,53.1970966385863,276.717780787912,276.717780787912,265.309209345003,42.0566197862953,19.0630088586427,16.398406727967,2015-06,Patrimoniales y Mixtas,0.14
1424,33.0,A,COMARSEG,0.000120393830861755,0.0,21.9909757159077,0.0,0.0,346.752210648165,58.2022563097186,43.5294666666667,0.0,2015-06,Patrimoniales y Mixtas,0.0
1425,34.0,A,CONFLUENCIA,3.39155924200187e-07,0.0,3.14015233757334,0.0,0.0,0.0,96.1020012831321,65.0752,72.0112956810631,2015-06,Patrimoniales y Mixtas,0.0
1426,35.0,A,CONSTRUCCIÓN,0.00431819975365576,150.0,35.6033676373594,233.045451993388,245.184788665214,233.366987243123,59.0074112277909,8.41015833333333,3.60284118276274,2015-06,Patrimoniales y Mixtas,0.01
1427,36.0,C,COOP. MUTUAL PATRONAL,0.539345085811931,612.0,36.5861366294805,185.083813906854,185.788318982996,118.092362883946,59.2126891440298,47.1534576516522,105.920035640118,2015-06,Patrimoniales y Mixtas,0.79
1428,37.0,C,COPAN,0.0871508739939666,635.0,36.6779180938389,150.48782196742,153.380311704537,108.93370946807,53.8128955221011,222.693630279055,97.8882229089732,2015-06,Patrimoniales y Mixtas,0.13
1429,38.0,A,COSENA,0.0291407974811791,4.0,46.1475968358077,930.16773088311,930.16773088311,191.755670345007,33.6428670506653,17.2543388888889,0.0,2015-06,Patrimoniales y Mixtas,0.04
1430,39.0,A,CREDITO Y CAUCION,0.037394210378871,0.0,47.3039488121377,0.0,0.0,267.667048901017,48.6641443975654,106.748526340979,0.0,2015-06,Patrimoniales y Mixtas,0.05
1431,40.0,A,CRÉDITOS Y GARANTÍAS,0.126737033457593,52.0,53.8740480193034,126.167962952001,126.691811737858,102.413802232796,43.8066884761989,374.113439671695,25.9222496541091,2015-06,Patrimoniales y Mixtas,0.19
1432,41.0,C,DULCE,0.0476008496373949,0.0,35.6622426074992,0.0,0.0,0.0,57.8981109858891,198.15116362301,0.0,2015-06,Patrimoniales y Mixtas,0.07
1433,42.0,A,EQUITATIVA DEL PLATA,0.22311173936849,536.0,50.3979295695528,130.260197909798,134.758099653138,81.4298202315639,34.9770728281703,110.363620202304,7.94626908130548,2015-06,Patrimoniales y Mixtas,0.33
1434,43.0,A,ESCUDO ,0.238240011123236,1054.0,57.2178609379425,84.0456475337158,89.9252779677742,77.3055555129121,18.7906782752376,19.9231038809299,8.5075703806483,2015-06,Patrimoniales y Mixtas,0.35
1435,44.0,A,EUROAMÉRICA,0.000535531117649682,0.0,12.3541860393122,0.0,0.0,0.0,86.917307326355,8.65275555555555,0.0,2015-06,Patrimoniales y Mixtas,0.0
1436,45.0,A,FED. PATRONAL ,6.53920985598345,20720.0,21.2084194724669,149.786512686746,149.897751560637,120.620268893699,74.5115395509723,13.8844524518135,43.9592104399118,2015-06,Patrimoniales y Mixtas,9.57
1437,46.0,A,FIANZAS Y CRÉDITO,0.125477600760878,7.0,73.5248045257401,547.469995864115,547.469995864115,121.48487233787,15.1039478754423,142.465734878602,0.0,2015-06,Patrimoniales y Mixtas,0.18
1438,47.0,A,GALICIA,1.36621164586568,56.0,43.8117855981055,377.577892137024,377.577892137024,209.18983517898,51.8460525541499,13.8254568494943,48.6709507725685,2015-06,Patrimoniales y Mixtas,2.0
1439,48.0,A,GENERALI ,0.498776076612221,2293.0,56.6471962383798,150.888371117955,150.888371117955,81.9127247520641,32.6862671936914,139.743101051937,4.01982973031314,2015-06,Patrimoniales y Mixtas,0.73
1440,49.0,A,HAMBURGO,0.133598134324137,250.0,30.4039878361388,204.048729859587,204.672212182808,158.716319368131,38.0460069720572,99.785252421778,199.691265693235,2015-06,Patrimoniales y Mixtas,0.2
1441,50.0,A,HANSEATICA,0.0512329552186357,2.0,70.8714446076228,275.893105917052,275.893105917052,109.383938083975,21.5315488197467,35.8023140904592,6.78433266637988,2015-06,Patrimoniales y Mixtas,0.07
1442,51.0,A,HDI,0.521251086601373,3365.0,45.8987821479756,185.52790142999,188.00789828907,108.353086914356,50.816527678753,28.5241425737896,15.4892698305101,2015-06,Patrimoniales y Mixtas,0.76
1443,52.0,A,HOLANDO SUDAMERICANA,0.701027386466523,3264.0,42.6671037040639,103.578145816202,105.47667489615,78.2541629015246,50.2981519931537,15.3333855248415,7.7762674086576,2015-06,Patrimoniales y Mixtas,1.03
1444,53.0,A,HORIZONTE,0.29316476727911,5138.0,67.0700973537451,49.1311579065679,55.6844633133058,49.8101659923075,23.5114482077267,-255.574021516521,2.26411494358239,2015-06,Patrimoniales y Mixtas,0.43
1445,54.0,A,IAM,0.0661637514798473,8.0,38.8164800926453,265.108187917941,279.871447547679,107.605385999298,46.1448739222474,80.4030833333333,9.9926634969026,2015-06,Patrimoniales y Mixtas,0.1
1446,55.0,O,INST. ENTRE RÍOS,0.795181984219835,2448.0,36.8231076482782,134.721754585706,141.824692455812,107.007601449153,59.7891555241066,61.3129715910634,140.065426441094,2015-06,Patrimoniales y Mixtas,1.16
1447,56.0,O,INSTITUTO DE JUJUY,0.000327090452196765,0.0,0.78723379297484,0.0,0.0,0.0,97.2171204138334,101.487906666667,0.0,2015-06,Patrimoniales y Mixtas,0.0
1448,57.0,A,INSTITUTO DE SEGUROS,0.289621482721079,152.0,41.6653255569643,590.298864522174,590.298864522174,372.353039232556,56.3253893555017,22.6091300713242,113.399349369328,2015-06,Patrimoniales y Mixtas,0.42
1449,58.0,A,INSUR,0.0519985808030527,0.0,54.1302597170996,662.347198643039,662.347198643039,175.301964647532,40.4973537651466,211.081450881914,11.7043791877572,2015-06,Patrimoniales y Mixtas,0.08
1450,59.0,A,INTÉGRITY,0.346603233906131,1503.0,50.3206567460805,99.6393713712596,99.6393713712596,69.8429178409442,37.5935798079264,162.709130091938,39.2964194824279,2015-06,Patrimoniales y Mixtas,0.51
1451,60.0,A,INTERACCIÓN ,0.0847181137674621,13.0,43.293707971196,117.801939262116,117.801939262116,118.614246617173,50.9662487526548,33.4411773247732,6.92255416440649,2015-06,Patrimoniales y Mixtas,0.12
1452,61.0,A,JUNCAL PATRIMONIALES,0.0,252.0,76.109668432413,38.871241523863,44.9816242093648,47.9016735982589,22.2089168488664,352.303966666667,278.933966787255,2015-06,Patrimoniales y Mixtas,0.0
1453,62.0,A,LATITUD SUR ,0.119953437546404,118.0,72.2191891913861,64.9266224216006,65.9415379528097,51.8743956903232,23.3816877729366,59.8201283013444,5.88602307395448,2015-06,Patrimoniales y Mixtas,0.18
1454,63.0,A,LIDER MOTOS,0.0,0.0,7.09159078429414,0.0,0.0,0.0,91.7022078401086,64.3565333333333,0.0,2015-06,Patrimoniales y Mixtas,0.0
